1,x,10/16/2018,GSW,x,,
2,x,10/19/2018,LAC,x,,
3,1,10/21/2018,SAC,28.5,1.85,1.85
4,2,10/25/2018,BOS,28.5,1.85,1.85
5,3,10/28/2018,PHO,27.5,1.85,1.85
6,4,10/30/2018,LAC,27.5,1.85,1.85
7,5,11/1/2018,CHO,27.5,1.85,1.85
8,6,11/2/2018,WAS,28.5,1.85,1.85
9,7,11/5/2018,NOP,27.5,1.85,1.85
10,x,11/7/2018,CLE,x,,
11,x,11/8/2018,HOU,x,,
12,x,11/10/2018,DAL,x,,
13,x,11/12/2018,PHO,x,,
14,x,11/14/2018,NYK,x,,
15,x,11/17/2018,PHO,x,,
16,8,11/19/2018,SAC,27.5,1.85,1.85
17,9,11/21/2018,GSW,28.5,1.9,1.8
18,10,11/23/2018,CHO,26.5,1.85,1.85
19,11,11/24/2018,DEN,26.5,1.85,1.85
20,12,11/28/2018,CLE,26.5,1.85,1.85
21,13,11/30/2018,ATL,25.5,1.85,1.85
22,14,12/3/2018,DET,25.5,1.85,1.85
23,15,12/5/2018,BRK,25.5,1.85,1.85
24,16,12/7/2018,CHI,24.5,1.85,1.85
25,17,12/10/2018,UTA,24.5,1.85,1.85
26,18,12/12/2018,NOP,24.5,1.9,1.8
27,19,12/14/2018,DEN,23.5,1.85,1.85
28,20,12/15/2018,LAC,23.5,1.85,1.85
29,21,12/17/2018,CHI,23.5,1.9,1.8
30,22,12/19/2018,SAC,23.5,1.85,1.85
31,23,12/22/2018,UTA,23.5,1.85,1.85
32,24,12/23/2018,MIN,22.5,1.85,1.85
33,25,12/25/2018,HOU,23.5,1.85,1.85
34,26,12/28/2018,PHO,24.5,1.85,1.85
35,27,12/30/2018,DAL,23.5,1.85,1.85
36,28,12/31/2018,DAL,22.5,1.85,1.85
37,29,1/2/2019,LAL,22.5,1.85,1.85
38,30,1/4/2019,POR,21.5,1.85,1.85
39,31,1/6/2019,WAS,23.5,1.85,1.85
40,32,1/8/2019,MIN,23.5,1.75,1.95
41,33,1/10/2019,SAS,24.5,1.8,1.9
42,34,1/12/2019,SAS,23.5,1.9,1.8
43,35,1/15/2019,ATL,24.5,1.85,1.85
44,36,1/17/2019,LAL,24.5,1.85,1.85
45,37,1/19/2019,PHI,24.5,1.75,1.95
46,38,1/21/2019,NYK,23.5,1.95,1.75
47,39,1/22/2019,POR,23.5,1.85,1.85
48,40,1/24/2019,NOP,24.5,1.85,1.85
49,41,1/27/2019,MIL,23.5,1.85,1.85
50,42,1/29/2019,ORL,23.5,1.85,1.85
51,43,2/1/2019,MIA,23.5,1.85,1.85
52,44,2/3/2019,BOS,22.5,1.95,1.75
53,45,2/5/2019,ORL,23.5,1.85,1.85
54,46,2/7/2019,MEM,21.5,1.85,1.85
55,47,2/9/2019,HOU,21.5,1.9,1.8
56,48,2/11/2019,POR,22.5,1.95,1.75
57,49,2/14/2019,NOP,22.5,1.85,1.85
58,50,2/22/2019,UTA,21.5,1.75,1.75
59,51,2/23/2019,SAC,24.5,1.9,1.8
60,52,2/26/2019,DEN,23.5,1.85,1.85
61,53,2/28/2019,PHI,28.5,2,1.7
62,54,3/2/2019,SAS,28.5,1.95,1.75
63,55,3/3/2019,MEM,27.5,1.85,1.85
64,56,3/5/2019,MIN,25.5,1.85,1.85
65,57,3/7/2019,POR,24.5,1.85,1.85
66,58,3/8/2019,LAC,25.5,1.85,1.85
67,59,3/11/2019,UTA,24.5,1.85,1.85
68,60,3/13/2019,BRK,24.5,1.85,1.85
69,61,3/14/2019,IND,23.5,1.85,1.85
70,62,3/16/2019,GSW,25.5,1.85,1.85
71,x,3/18/2019,MIA,x,,
72,63,3/20/2019,TOR,24.5,1.85,1.85
73,64,3/22/2019,TOR,24.5,1.85,1.85
74,65,3/25/2019,MEM,23.5,1.85,1.85
75,66,3/27/2019,IND,23.5,1.85,1.85
76,67,3/29/2019,DEN,23.5,1.85,1.85
77,68,3/31/2019,DAL,23.5,1.95,1.75
78,69,4/2/2019,LAL,24.5,1.85,1.85
