1,1,10/26/2016,DET,25.5,1.85,1.85
2,2,10/28/2016,CLE,25.5,1.85,1.85
3,3,10/31/2016,DEN,27.5,1.85,1.85
4,4,11/2/2016,WAS,27.5,1.85,1.85
5,5,11/4/2016,MIA,28.5,1.85,1.85
6,6,11/6/2016,SAC,29.5,1.75,1.95
7,7,11/9/2016,OKC,29.5,1.85,1.85
8,8,11/11/2016,CHO,29.5,1.75,1.95
9,9,11/12/2016,NYK,30.5,1.75,1.95
10,10,11/15/2016,CLE,30.5,1.85,1.85
11,11,11/16/2016,GSW,31.5,1.85,1.85
12,12,11/18/2016,DEN,31.5,1.85,1.85
13,13,11/20/2016,SAC,31.5,1.85,1.85
14,14,11/21/2016,LAC,30.5,1.8,1.9
15,15,11/23/2016,HOU,28.5,1.85,1.85
16,16,11/25/2016,MIL,28.5,1.75,1.95
17,17,11/28/2016,PHI,28.5,1.75,1.95
18,18,11/30/2016,MEM,26.5,1.75,1.95
19,19,12/2/2016,LAL,27.5,1.85,1.85
20,20,12/3/2016,ATL,25.5,1.75,1.95
21,21,12/5/2016,CLE,24.5,1.85,1.85
22,22,12/8/2016,MIN,25.5,1.8,1.9
23,23,12/9/2016,BOS,25.5,1.85,1.85
24,24,12/12/2016,MIL,24.5,1.85,1.85
25,25,12/14/2016,PHI,26.5,1.85,1.85
26,26,12/16/2016,ATL,26.5,1.9,1.8
27,27,12/18/2016,ORL,26.5,1.8,1.9
28,28,12/20/2016,BRK,27.5,1.85,1.85
29,29,12/23/2016,UTA,24.5,1.75,1.75
30,30,12/26/2016,POR,24.5,1.9,1.8
31,31,12/28/2016,GSW,24.5,1.85,1.85
32,32,12/29/2016,PHO,25.5,1.85,1.85
33,33,1/1/2017,LAL,27.5,1.85,1.85
34,34,1/3/2017,SAS,25.5,1.85,1.85
35,35,1/5/2017,UTA,25.5,1.75,1.95
36,36,1/7/2017,CHI,25.5,1.85,1.85
37,37,1/8/2017,HOU,26.5,1.85,1.85
38,38,1/10/2017,BOS,25.5,1.85,1.85
39,39,1/13/2017,BRK,27.5,1.75,1.95
40,40,1/15/2017,NYK,28.5,1.85,1.85
41,41,1/17/2017,BRK,27.5,1.8,1.9
42,42,1/18/2017,PHI,28.5,1.85,1.85
43,43,1/20/2017,CHO,26.5,1.85,1.85
44,44,1/22/2017,PHO,27.5,1.85,1.85
45,x,1/24/2017,SAS,x,,
46,x,1/25/2017,MEM,x,,
47,x,1/27/2017,MIL,x,,
48,45,1/29/2017,ORL,26.5,1.85,1.85
49,x,1/31/2017,NOP,x,,
50,x,2/1/2017,BOS,x,,
51,x,2/3/2017,ORL,x,,
52,x,2/5/2017,BRK,x,,
53,46,2/6/2017,LAC,26.5,1.85,1.85
54,47,2/8/2017,MIN,24.5,1.85,1.85
55,48,2/12/2017,DET,27.5,1.85,1.85
56,49,2/14/2017,CHI,24.5,1.85,1.85
57,50,2/15/2017,CHO,26.5,1.85,1.85
58,51,2/24/2017,BOS,25.5,1.85,1.85
59,52,2/26/2017,POR,29.5,2,1.7
60,53,2/27/2017,NYK,29.5,1.85,1.85
61,54,3/1/2017,WAS,32.5,2,1.7
62,55,3/3/2017,WAS,30.5,1.85,1.85
63,56,3/4/2017,MIL,29.5,1.75,1.95
64,57,3/8/2017,NOP,29.5,1.85,1.85
65,58,3/10/2017,ATL,28.5,1.95,1.75
66,59,3/11/2017,MIA,29.5,1.85,1.85
67,60,3/13/2017,DAL,27.5,1.85,1.85
68,61,3/16/2017,OKC,27.5,1.75,1.95
69,62,3/17/2017,DET,27.5,1.75,1.95
70,63,3/19/2017,IND,26.5,1.85,1.85
71,64,3/21/2017,CHI,26.5,1.75,1.95
72,65,3/23/2017,MIA,27.5,1.95,1.75
73,66,3/25/2017,DAL,28.5,1.95,1.75
74,67,3/27/2017,ORL,27.5,1.95,1.75
75,68,3/29/2017,CHO,27.5,1.85,1.85
76,69,3/31/2017,IND,24.5,1.85,1.85
77,70,4/2/2017,PHI,28.5,1.75,1.95
78,71,4/4/2017,IND,22.5,1.8,1.9
79,72,4/5/2017,DET,23.5,1.85,1.85
80,73,4/7/2017,MIA,25.5,1.85,1.85
81,74,4/9/2017,NYK,26.5,1.85,1.85
82,x,4/12/2017,CLE,x,,
