1,1,10/25/2016,NYK,23.5,1.85,1.85
2,2,10/28/2016,TOR,23.5,1.85,1.85
3,3,10/29/2016,ORL,24.5,1.85,1.85
4,4,11/1/2016,HOU,24.5,1.9,1.8
5,5,11/3/2016,BOS,26.5,1.85,1.85
6,6,11/5/2016,PHI,24.5,1.85,1.85
7,7,11/8/2016,ATL,24.5,1.85,1.85
8,8,11/11/2016,WAS,24.5,1.95,1.75
9,9,11/13/2016,CHO,24.5,1.85,1.85
10,10,11/15/2016,TOR,24.5,1.85,1.85
11,x,11/16/2016,IND,x,,
12,11,11/18/2016,DET,24.5,1.85,1.85
13,12,11/23/2016,POR,24.5,1.85,1.85
14,13,11/25/2016,DAL,24.5,1.85,1.85
15,14,11/27/2016,PHI,23.5,1.95,1.75
16,15,11/29/2016,MIL,24.5,1.85,1.85
17,16,12/1/2016,LAC,24.5,1.95,1.75
18,17,12/2/2016,CHI,26.5,1.9,1.8
19,18,12/5/2016,TOR,24.5,1.95,1.75
20,19,12/7/2016,NYK,25.5,1.85,1.85
21,20,12/9/2016,MIA,25.5,1.85,1.85
22,21,12/10/2016,CHO,25.5,1.85,1.85
23,22,12/13/2016,MEM,26.5,1.85,1.85
24,x,12/14/2016,MEM,x,,
25,23,12/17/2016,LAL,25.5,1.85,1.85
26,24,12/20/2016,MIL,27.5,1.9,1.8
27,25,12/21/2016,MIL,27.5,2,1.7
28,26,12/23/2016,BRK,27.5,1.95,1.75
29,27,12/25/2016,GSW,27.5,1.85,1.85
30,x,12/26/2016,DET,x,,
31,28,12/29/2016,BOS,26.5,1.85,1.85
32,29,12/31/2016,CHO,27.5,1.9,1.8
33,30,1/2/2017,NOP,26.5,1.8,1.9
34,31,1/4/2017,CHI,27.5,1.85,1.85
35,32,1/6/2017,BRK,28.5,1.85,1.85
36,33,1/8/2017,PHO,28.5,1.85,1.85
37,34,1/10/2017,UTA,27.5,1.85,1.85
38,35,1/11/2017,POR,26.5,1.85,1.85
39,36,1/13/2017,SAC,26.5,1.85,1.85
40,37,1/16/2017,GSW,27.5,2,1.7
41,38,1/19/2017,PHO,28.5,1.85,1.85
42,39,1/21/2017,SAS,25.5,1.75,1.95
43,40,1/23/2017,NOP,25.5,1.85,1.85
44,41,1/25/2017,SAC,25.5,1.9,1.8
45,42,1/27/2017,BRK,25.5,1.75,1.95
46,43,1/29/2017,OKC,26.5,1.85,1.85
47,44,1/30/2017,DAL,27.5,1.85,1.85
48,45,2/1/2017,MIN,26.5,1.85,1.85
49,46,2/4/2017,NYK,26.5,1.85,1.85
50,47,2/6/2017,WAS,26.5,1.95,1.75
51,48,2/8/2017,IND,27.5,1.85,1.85
52,49,2/9/2017,OKC,26.5,1.85,1.85
53,50,2/11/2017,DEN,27.5,1.85,1.85
54,51,2/14/2017,MIN,28.5,1.85,1.85
55,52,2/15/2017,IND,28.5,1.85,1.85
56,53,2/23/2017,NYK,28.5,1.85,1.85
57,x,2/25/2017,CHI,x,,
58,54,2/27/2017,MIL,28.5,1.85,1.85
59,55,3/1/2017,BOS,26.5,1.85,1.85
60,56,3/3/2017,ATL,26.5,1.85,1.85
61,x,3/4/2017,MIA,x,,
62,57,3/6/2017,MIA,27.5,1.85,1.85
63,58,3/9/2017,DET,27.5,1.85,1.85
64,59,3/11/2017,ORL,28.5,1.85,1.85
65,60,3/12/2017,HOU,28.5,1.85,1.85
66,61,3/14/2017,DET,27.5,1.85,1.85
67,62,3/16/2017,UTA,26.5,1.85,1.85
68,x,3/18/2017,LAC,x,,
69,63,3/19/2017,LAL,28.5,1.85,1.85
70,64,3/22/2017,DEN,27.5,1.85,1.85
71,65,3/24/2017,CHO,27.5,1.85,1.85
72,66,3/25/2017,WAS,27.5,1.95,1.75
73,67,3/27/2017,SAS,26.5,1.85,1.85
74,68,3/30/2017,CHI,27.5,1.85,1.85
75,69,3/31/2017,PHI,27.5,1.85,1.85
76,70,4/2/2017,IND,26.5,1.85,1.85
77,71,4/4/2017,ORL,28.5,1.85,1.85
78,72,4/5/2017,BOS,29.5,1.85,1.85
79,73,4/7/2017,ATL,27.5,1.95,1.75
80,74,4/9/2017,ATL,28.5,1.95,1.75
81,x,4/10/2017,MIA,x,,
82,x,4/12/2017,TOR,x,,
